pixel_id,elevation,toid,within_building,without_building,height,base_roof_height
188735,120.39,osgb5000005152026801,False,True,6.5,5.9
188737,121.02,osgb5000005152026801,True,False,6.5,5.9
188738,120.88,osgb5000005152026801,True,False,6.5,5.9
188739,120.84,osgb5000005152026801,True,False,6.5,5.9
188740,120.83,osgb5000005152026801,False,False,6.5,5.9
188741,120.21,osgb5000005152026801,False,False,6.5,5.9
189352,118.6,osgb5000005152026801,True,False,6.5,5.9
189353,120.97,osgb5000005152026801,True,False,6.5,5.9
189354,122.08,osgb5000005152026801,True,False,6.5,5.9
189355,120.89,osgb5000005152026801,True,False,6.5,5.9
189356,120.72,osgb5000005152026801,True,False,6.5,5.9
189357,119.4,osgb5000005152026801,True,False,6.5,5.9
189358,119.55,osgb5000005152026801,False,False,6.5,5.9
189359,118.12,osgb5000005152026801,False,False,6.5,5.9
189969,119.1,osgb5000005152026801,True,False,6.5,5.9
189970,120.4,osgb5000005152026801,True,False,6.5,5.9
189971,118.92,osgb5000005152026801,True,False,6.5,5.9
189972,121.17,osgb5000005152026801,True,False,6.5,5.9
189973,121.64,osgb5000005152026801,True,False,6.5,5.9
189974,120.9,osgb5000005152026801,True,False,6.5,5.9
189975,118.58,osgb5000005152026801,True,False,6.5,5.9
189976,118.11,osgb5000005152026801,True,False,6.5,5.9
189977,118.09,osgb5000005152026801,True,False,6.5,5.9
189978,118.39,osgb5000005152026801,False,False,6.5,5.9
190593,118.89,osgb5000005152026801,True,False,6.5,5.9
190594,119.08,osgb5000005152026801,True,False,6.5,5.9
190595,119.06,osgb5000005152026801,True,False,6.5,5.9
190596,118.99,osgb5000005152026801,True,False,6.5,5.9
190597,119.03,osgb5000005152026801,True,False,6.5,5.9
190598,120.57,osgb5000005152026801,True,False,6.5,5.9
190599,121.1,osgb5000005152026801,True,False,6.5,5.9
190600,121.15,osgb5000005152026801,True,False,6.5,5.9
190601,119.26,osgb5000005152026801,True,False,6.5,5.9
190602,119.43,osgb5000005152026801,True,False,6.5,5.9
190603,119.58,osgb5000005152026801,True,False,6.5,5.9
190604,119.11,osgb5000005152026801,True,False,6.5,5.9
190605,120.2,osgb5000005152026801,False,False,6.5,5.9
190606,120.23,osgb5000005152026801,False,False,6.5,5.9
191226,118.61,osgb5000005152026801,True,False,6.5,5.9
191227,118.63,osgb5000005152026801,True,False,6.5,5.9
191228,118.69,osgb5000005152026801,True,False,6.5,5.9
191229,118.79,osgb5000005152026801,True,False,6.5,5.9
191230,119.0,osgb5000005152026801,True,False,6.5,5.9
191231,119.05,osgb5000005152026801,True,False,6.5,5.9
191232,118.98,osgb5000005152026801,True,False,6.5,5.9
191233,119.21,osgb5000005152026801,True,False,6.5,5.9
191234,120.11,osgb5000005152026801,True,False,6.5,5.9
191235,120.82,osgb5000005152026801,True,False,6.5,5.9
191236,119.81,osgb5000005152026801,True,False,6.5,5.9
191237,120.07,osgb5000005152026801,True,False,6.5,5.9
191238,120.41,osgb5000005152026801,True,False,6.5,5.9
191239,120.34,osgb5000005152026801,True,False,6.5,5.9
191240,120.37,osgb5000005152026801,True,False,6.5,5.9
191241,120.29,osgb5000005152026801,True,False,6.5,5.9
191242,120.28,osgb5000005152026801,False,False,6.5,5.9
191867,118.6,osgb5000005152026801,True,False,6.5,5.9
191868,118.63,osgb5000005152026801,True,False,6.5,5.9
191869,118.6,osgb5000005152026801,True,False,6.5,5.9
191870,118.61,osgb5000005152026801,True,False,6.5,5.9
